,id,date,price,zipcode,median_price_zipcode,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,option_buy
853,1785500132,2014-11-18,293000.0,98133,375000.0,3,1.0,1020,7650,1.0,no,3,1020.0,0,1940,0,buy
854,1821059264,2014-06-26,224000.0,98002,235000.0,4,1.5,1600,9289,1.0,no,4,1600.0,0,1959,0,buy
855,2320069248,2014-07-01,165050.0,98022,279500.0,3,1.0,1200,8514,1.0,no,3,1200.0,0,1959,0,buy
856,2658000335,2014-10-27,275000.0,98118,367500.0,3,1.25,1230,4500,1.5,no,4,1230.0,0,1913,0,buy
857,1774220350,2015-04-01,510000.0,98077,652475.0,3,2.25,2370,38639,1.0,no,3,1930.0,440,1978,0,buy
858,9542000075,2015-03-27,700000.0,98005,765475.0,3,1.75,2000,14733,1.0,no,4,2000.0,0,1958,0,buy
859,8680100030,2014-05-21,374000.0,98033,678350.0,3,1.75,2000,9416,1.0,no,4,2000.0,0,1961,0,buy
860,2767604247,2014-07-11,467000.0,98107,529950.0,2,2.5,1140,1181,3.0,no,3,1140.0,0,2007,0,buy
861,3356406510,2014-05-30,196440.0,98001,260000.0,3,2.0,1560,7352,1.0,no,3,1560.0,0,1992,0,buy
862,8835200800,2015-04-08,281000.0,98034,445950.0,2,1.0,930,2600,1.0,no,3,930.0,0,1981,0,buy
863,8902500118,2014-08-12,326000.0,98125,425000.0,3,2.5,1782,1577,3.0,no,3,1782.0,0,2000,0,buy
864,2822079012,2015-04-10,340000.0,98010,359999.5,3,1.75,1740,46580,1.0,no,4,1740.0,0,1980,0,buy
865,3581000340,2015-02-27,340000.0,98034,445950.0,4,1.0,1230,8316,1.5,no,3,1230.0,0,1963,0,buy
866,1545803240,2014-10-31,270000.0,98038,342000.0,3,2.25,1520,7930,1.0,no,3,1160.0,360,1988,0,buy
867,8080400045,2014-06-20,600000.0,98112,915000.0,2,1.0,1040,3600,1.0,no,4,1040.0,0,1919,1980,buy
868,8651402920,2014-05-05,219900.0,98042,292000.0,4,1.5,1120,5427,1.0,no,3,1120.0,0,1969,2014,buy
869,7978800621,2014-08-11,229000.0,98003,267475.0,3,1.0,1370,56628,1.0,no,3,1370.0,0,1942,0,buy
870,6159400060,2014-08-05,365000.0,98155,375000.0,3,1.5,1640,8301,1.0,no,3,1290.0,350,1958,0,buy
871,8581200350,2014-06-17,187500.0,98023,268450.0,3,1.5,1180,7000,1.0,no,4,1180.0,0,1977,0,buy
872,6699930550,2015-02-03,338000.0,98038,342000.0,3,2.5,2470,4948,2.0,no,3,2470.0,0,2003,0,buy
873,2493200435,2014-08-25,360000.0,98136,489950.0,2,2.0,1180,3200,1.0,no,4,590.0,590,1945,0,buy
874,226039282,2014-07-28,442500.0,98177,554000.0,6,2.5,2800,10490,1.0,no,3,1400.0,1400,1968,0,buy
875,5450900140,2014-05-08,830000.0,98040,993750.0,5,3.0,3040,9601,1.0,no,5,1970.0,1070,1968,0,buy
876,8093800200,2014-11-18,360400.0,98011,470000.0,3,2.5,1630,11592,2.0,no,3,1630.0,0,1987,0,buy
877,3205000310,2014-11-21,345000.0,98056,380000.0,3,1.0,1340,9339,1.0,no,5,1340.0,0,1960,0,buy
878,7230000350,2014-09-09,300000.0,98059,435000.0,3,1.75,1830,51836,1.0,no,4,1430.0,400,1966,0,buy
879,1066600045,2014-09-04,350000.0,98056,380000.0,3,1.0,1240,10800,1.0,no,5,1240.0,0,1959,0,buy
880,8731900340,2014-06-23,264000.0,98023,268450.0,3,1.75,1760,7482,1.0,no,4,1760.0,0,1966,0,buy
881,1823059205,2014-06-04,200000.0,98055,294950.0,3,1.5,2060,15837,1.5,no,3,2060.0,0,1903,0,buy
882,7883603750,2014-12-09,337000.0,98108,342500.0,3,1.75,1400,6000,1.0,no,4,700.0,700,1919,0,buy
883,8099900260,2014-05-28,544500.0,98075,739999.0,4,2.5,2230,10414,1.0,no,5,1450.0,780,1974,0,buy
884,5095600310,2014-07-25,379500.0,98059,435000.0,3,2.25,2070,14196,2.0,no,3,2070.0,0,1989,0,buy
885,5402100045,2015-03-11,189950.0,98001,260000.0,4,2.0,1910,4225,1.0,no,4,910.0,1000,1919,0,buy
886,2258500049,2014-06-02,469000.0,98122,572000.0,3,1.0,950,4250,1.5,no,5,950.0,0,1948,0,buy
887,626100023,2014-06-11,600000.0,98077,652475.0,5,2.75,2910,53898,1.0,no,5,1510.0,1400,1979,0,buy
888,5561401260,2014-10-14,508000.0,98027,570500.0,4,2.25,3320,53392,2.0,no,4,2000.0,1320,1986,0,buy
889,9424400200,2014-05-15,451555.0,98116,562750.0,2,1.0,1320,4520,1.0,no,3,1320.0,0,1912,1971,buy
890,3500100189,2014-06-30,300000.0,98155,375000.0,2,1.0,960,8153,1.0,no,3,960.0,0,1947,0,buy
891,2787720140,2015-04-07,416000.0,98059,435000.0,3,2.5,1790,11542,1.0,no,5,1190.0,600,1969,0,buy
892,3856904740,2014-10-21,490000.0,98105,675000.0,2,1.0,950,3060,1.0,no,3,810.0,140,1925,0,buy
893,6821101837,2015-02-03,368000.0,98199,689800.0,2,2.0,930,1662,1.0,no,3,670.0,260,2002,0,buy
894,1592000260,2015-02-17,600000.0,98074,642000.0,3,2.25,2240,9314,2.0,no,3,2240.0,0,1984,0,buy
895,1951700700,2014-06-05,530000.0,98006,760184.5,4,2.25,2210,7665,2.0,no,4,2210.0,0,1968,0,buy
896,1832100030,2014-06-25,597326.0,98040,993750.0,4,4.0,3570,8250,2.0,no,3,2860.0,710,2015,0,buy
897,9521101221,2014-05-19,487250.0,98103,550000.0,4,2.0,1690,3250,1.5,no,3,1550.0,140,1901,0,buy
898,6152900273,2014-09-09,301000.0,98155,375000.0,3,1.5,1030,8414,1.0,no,4,1030.0,0,1967,0,buy
899,1549500370,2014-05-05,210000.0,98019,401250.0,3,1.0,1340,306848,1.0,no,3,1340.0,0,1953,0,buy
900,7211340030,2015-04-28,300000.0,98014,415000.0,3,1.0,1010,10168,1.0,no,3,1010.0,0,1979,0,buy
901,2473480520,2014-09-08,327500.0,98058,335000.0,3,2.25,1770,8755,1.0,no,3,1330.0,440,1981,0,buy
902,1722059326,2014-08-05,269000.0,98031,288200.0,3,2.0,1210,7136,1.0,no,3,1210.0,0,2003,0,buy
903,8911000030,2014-12-10,355000.0,98133,375000.0,3,1.0,1240,5400,1.0,no,4,1060.0,180,1940,0,buy
904,7299500200,2014-08-15,190000.0,98010,359999.5,2,1.0,840,12252,1.0,no,3,840.0,0,1994,0,buy
905,8598900125,2015-04-06,443000.0,98177,554000.0,3,1.75,1530,8028,1.0,no,3,1200.0,330,1967,0,buy
906,2770606602,2015-03-05,552500.0,98199,689800.0,3,1.75,2040,5775,1.0,no,3,1410.0,630,1958,0,buy
907,7211400990,2015-03-03,256000.0,98146,305000.0,2,1.0,860,5000,1.0,no,3,860.0,0,1915,1945,buy
908,7148700160,2014-05-12,341000.0,98155,375000.0,3,1.5,1720,7119,1.5,no,4,1720.0,0,1952,0,buy
909,984220370,2015-03-26,279000.0,98058,335000.0,4,2.25,2090,8941,2.0,no,3,2090.0,0,1975,0,buy
910,2600000510,2014-07-26,686000.0,98006,760184.5,4,2.25,2130,10650,2.0,no,4,2130.0,0,1977,0,buy
911,7123400045,2014-05-23,225000.0,98010,359999.5,2,1.0,1300,11867,1.5,no,4,1300.0,0,1975,0,buy
912,3751602329,2014-06-27,215500.0,98001,260000.0,2,1.75,1220,15600,1.0,no,3,1220.0,0,1972,0,buy
913,185000118,2015-02-23,212000.0,98178,278277.0,4,2.0,1880,7500,1.0,no,5,980.0,900,1946,0,buy
914,3356404330,2014-11-19,206000.0,98001,260000.0,4,2.0,1720,7560,1.0,no,3,1720.0,0,1959,0,buy
915,7805460030,2015-02-23,615000.0,98006,760184.5,3,2.5,2250,10171,2.0,no,3,2250.0,0,1987,0,buy
916,2538410140,2014-08-08,330000.0,98058,335000.0,5,2.5,2600,3839,2.0,no,3,2600.0,0,2005,0,buy
917,3810000860,2015-05-06,240000.0,98178,278277.0,4,1.5,1920,7973,1.0,no,3,1920.0,0,1955,0,buy
918,8079100370,2014-11-07,574000.0,98029,575000.0,3,2.0,2060,7000,1.0,no,4,2060.0,0,1988,0,buy
919,1138010510,2014-12-12,415000.0,98034,445950.0,3,1.5,1490,7275,1.0,no,3,1090.0,400,1974,0,buy
920,6804600550,2014-07-08,439000.0,98011,470000.0,4,2.25,2570,9503,2.0,no,3,2570.0,0,1980,0,buy
921,3629920140,2015-04-07,477000.0,98029,575000.0,3,2.25,1260,3000,2.0,no,3,1260.0,0,2003,0,buy
922,414100295,2014-06-23,275000.0,98133,375000.0,2,1.0,1180,6552,1.0,no,4,1180.0,0,1949,0,buy
923,1771110640,2014-06-24,367500.0,98077,652475.0,3,1.0,1660,11783,1.0,no,4,1160.0,500,1978,0,buy
924,3810000565,2014-07-02,255000.0,98178,278277.0,4,2.0,2430,8960,1.0,no,3,1430.0,1000,1960,0,buy
925,461002025,2015-05-01,501000.0,98117,544000.0,2,2.0,1300,2500,1.0,no,4,770.0,530,1926,0,buy
926,8559900140,2015-03-31,450000.0,98116,562750.0,3,1.0,1060,4650,1.0,no,3,910.0,150,1950,0,buy
927,952002765,2014-11-14,460000.0,98116,562750.0,4,1.75,1720,3050,1.5,no,5,1040.0,680,1929,0,buy
928,3013300510,2015-05-06,389950.0,98136,489950.0,2,1.0,820,4234,1.0,no,3,820.0,0,1951,0,buy
929,1623300765,2014-05-06,469000.0,98117,544000.0,2,1.0,1030,4400,1.0,no,3,1030.0,0,1924,0,buy
930,9315300260,2014-05-21,189650.0,98198,265000.0,2,1.75,1100,7600,1.0,no,3,1100.0,0,1980,0,buy
931,1545806510,2014-08-20,260000.0,98038,342000.0,3,1.75,1340,8000,1.0,no,3,1340.0,0,1980,0,buy
932,8643200055,2014-06-01,243000.0,98198,265000.0,3,1.75,1790,12000,1.0,no,3,1040.0,750,1960,0,buy
933,1313500070,2014-08-20,249000.0,98092,309780.0,3,1.5,1580,7200,1.0,no,4,1080.0,500,1976,0,buy
934,7365600070,2014-06-24,762500.0,98040,993750.0,4,2.75,2610,8760,1.0,no,4,1760.0,850,1978,0,buy
935,7588700204,2014-07-16,520000.0,98117,544000.0,4,1.75,1240,4532,1.5,no,4,1240.0,0,1944,0,buy
936,6052400575,2014-05-14,175000.0,98198,265000.0,2,1.0,1170,8925,1.0,no,3,1170.0,0,1911,0,buy
937,2592400140,2015-02-11,386500.0,98034,445950.0,3,1.75,1520,7350,1.0,no,4,1140.0,380,1972,0,buy
938,7135300046,2014-07-16,210000.0,98118,367500.0,2,1.0,1450,4750,1.0,no,3,850.0,600,1950,0,buy
939,5104510240,2014-05-19,339000.0,98038,342000.0,4,2.5,1830,8601,2.0,no,3,1830.0,0,2003,0,buy
940,7856700990,2014-09-24,655000.0,98006,760184.5,4,2.25,2200,9163,1.0,no,4,1430.0,770,1971,0,buy
941,9560700055,2015-03-10,550000.0,98005,765475.0,5,2.5,2960,9877,1.0,no,4,1480.0,1480,1960,0,buy
942,3013300055,2014-06-02,405000.0,98136,489950.0,2,1.75,1710,4234,2.0,no,3,1330.0,380,1920,1979,buy
943,2143700830,2014-10-06,207000.0,98055,294950.0,4,2.5,2100,19680,1.5,no,3,2100.0,0,1914,0,buy
944,2591020140,2014-12-02,475000.0,98033,678350.0,3,2.5,1460,4961,1.0,no,4,1150.0,310,1988,0,buy
945,6414600262,2014-08-29,365000.0,98133,375000.0,2,1.0,990,8250,1.0,no,3,990.0,0,1955,0,buy
946,1387301360,2014-12-22,411800.0,98011,470000.0,4,2.25,2190,6800,1.0,no,5,1340.0,850,1969,0,buy
947,5505700055,2014-07-30,345000.0,98116,562750.0,5,3.0,2080,6150,1.0,no,3,1040.0,1040,1950,0,buy
948,3886902505,2015-03-11,616300.0,98033,678350.0,3,2.0,1700,8400,2.0,no,3,1700.0,0,1927,0,buy
949,6703100135,2015-01-16,348000.0,98155,375000.0,3,1.5,1330,6768,1.0,no,4,1330.0,0,1952,0,buy
950,1552520070,2014-12-02,425000.0,98011,470000.0,3,2.5,1630,10762,1.0,no,3,1630.0,0,1994,0,buy
951,869700370,2015-04-10,350000.0,98059,435000.0,3,2.5,1630,3425,2.0,no,3,1630.0,0,1999,0,buy
952,4307301160,2014-07-22,349000.0,98056,380000.0,4,2.5,2280,4096,2.0,no,3,2280.0,0,2003,0,buy
953,4307350990,2015-03-09,320000.0,98056,380000.0,3,2.5,1590,3480,2.0,no,3,1590.0,0,2004,0,buy
954,2873000260,2015-03-05,150000.0,98031,288200.0,3,1.0,1250,7210,1.0,no,4,1250.0,0,1968,0,buy
955,3319500922,2015-04-21,345000.0,98144,450000.0,2,1.5,830,920,2.0,no,3,830.0,0,2005,0,buy
956,3404700041,2014-09-29,550000.0,98052,615000.0,3,2.25,2160,37000,1.5,no,4,1760.0,400,1933,0,buy
957,9265700045,2014-06-24,300000.0,98177,554000.0,3,1.0,2150,7007,1.0,no,3,2150.0,0,1954,0,buy
958,9512000140,2014-05-05,755000.0,98005,765475.0,4,2.5,2120,10202,1.0,no,4,1620.0,500,1960,0,buy
959,6381500505,2015-04-02,400000.0,98125,425000.0,3,1.0,1250,7157,1.0,no,3,1250.0,0,1944,2010,buy
960,1697000400,2015-03-30,133000.0,98198,265000.0,3,1.0,980,9115,1.0,no,3,980.0,0,1968,0,buy
961,2548100140,2015-01-16,330000.0,98155,375000.0,4,1.5,1250,8400,1.0,no,3,960.0,290,1951,0,buy
962,2126049032,2014-09-05,375000.0,98125,425000.0,3,1.75,1330,9417,1.0,no,5,710.0,620,1936,0,buy
963,7715800710,2014-07-22,470000.0,98074,642000.0,4,2.5,1850,11250,1.5,no,3,1210.0,640,1981,0,buy
964,5100401160,2014-07-07,548800.0,98115,567000.0,4,1.0,1660,4704,1.5,no,3,1260.0,400,1930,0,buy
965,2741100800,2014-07-08,315000.0,98108,342500.0,2,1.0,1080,2674,1.0,no,4,720.0,360,1919,0,buy
966,8024201370,2014-12-08,400000.0,98115,567000.0,2,1.0,880,5111,1.0,no,3,880.0,0,1931,0,buy
967,5306100240,2014-09-18,339950.0,98133,375000.0,3,2.0,1340,10200,1.5,no,3,1340.0,0,1953,0,buy
968,9334800140,2014-10-23,315000.0,98166,390000.0,3,1.75,1660,8160,1.0,no,4,1660.0,0,1951,0,buy
969,7203101260,2015-02-11,411753.0,98053,635000.0,3,2.5,1710,3795,2.0,no,3,1710.0,0,2009,0,buy
970,6072100140,2014-10-17,500000.0,98006,760184.5,3,1.75,1530,8829,1.0,no,5,1530.0,0,1972,0,buy
971,3874000240,2014-12-02,210000.0,98001,260000.0,3,2.0,1440,10111,1.0,no,3,1440.0,0,1963,0,buy
972,8150100240,2015-02-18,265000.0,98126,395750.0,2,1.0,620,4760,1.0,no,3,620.0,0,1941,0,buy
973,4027701275,2014-07-18,230000.0,98028,445000.0,3,1.0,1240,6195,1.0,no,3,1240.0,0,1948,0,buy
974,1545807990,2015-02-17,315000.0,98038,342000.0,3,1.75,1890,10661,1.0,no,5,1460.0,430,1978,0,buy
975,1726069179,2014-12-23,432000.0,98077,652475.0,3,1.75,2410,51763,1.0,no,4,1410.0,1000,1981,0,buy
976,3905100070,2015-02-03,467000.0,98029,575000.0,3,2.5,1530,3984,2.0,no,3,1530.0,0,1995,0,buy
977,7316400070,2014-09-25,255000.0,98023,268450.0,5,3.75,2800,9900,1.0,no,3,2800.0,0,1964,0,buy
978,3972900160,2015-04-03,190000.0,98155,375000.0,4,2.0,1580,6250,1.0,no,3,860.0,720,1977,0,buy
979,2767603215,2014-05-16,490000.0,98107,529950.0,3,2.0,1450,2400,1.5,no,3,1450.0,0,1900,2003,buy
980,3664500041,2015-04-17,378000.0,98059,435000.0,4,1.75,1990,23200,1.0,no,4,1990.0,0,1976,0,buy
981,9188200570,2014-09-02,333800.0,98118,367500.0,5,3.0,1980,3868,1.0,no,3,1220.0,760,1990,0,buy
982,5141000685,2014-10-21,320000.0,98108,342500.0,4,1.75,1660,6200,1.0,no,4,830.0,830,1948,0,buy
983,1246700152,2014-07-21,335000.0,98033,678350.0,3,1.5,1560,9600,1.0,no,4,1560.0,0,1961,0,buy
984,6127010800,2014-06-09,550000.0,98075,739999.0,3,2.5,2260,4165,2.0,no,3,2260.0,0,2005,0,buy
985,4222000320,2015-04-22,240000.0,98003,267475.0,3,1.0,1260,7920,1.0,no,3,1260.0,0,1966,0,buy
986,3826500570,2014-08-29,275000.0,98030,282255.0,3,1.75,1490,8000,1.0,no,3,1490.0,0,1978,0,buy
987,3279000070,2014-08-28,215000.0,98023,268450.0,4,1.5,1430,8775,1.0,no,3,1030.0,400,1979,0,buy
988,312000135,2014-05-20,483945.0,98116,562750.0,2,1.75,1480,5120,1.0,no,4,840.0,640,1951,0,buy
989,6054650510,2014-06-09,347000.0,98074,642000.0,3,1.75,1240,8050,1.0,no,4,1240.0,0,1978,0,buy
990,3279000240,2015-03-30,232500.0,98023,268450.0,3,2.0,1370,9760,1.0,no,4,1110.0,260,1979,0,buy
991,1562200240,2014-09-18,550000.0,98007,555000.0,3,2.25,2160,15360,1.0,no,3,1410.0,750,1965,2000,buy
992,2473251170,2014-06-26,302000.0,98058,335000.0,4,1.75,1530,17664,1.5,no,3,1530.0,0,1968,0,buy
993,4136950140,2014-12-15,250000.0,98092,309780.0,3,2.5,1700,6000,2.0,no,3,1700.0,0,1997,0,buy
994,1370802650,2014-07-29,605000.0,98199,689800.0,3,2.0,2660,4500,1.0,no,4,1330.0,1330,1922,0,buy
995,8637100370,2014-11-12,252000.0,98055,294950.0,3,2.0,1340,5670,2.0,no,3,1340.0,0,1994,0,buy
996,1523069204,2014-12-08,490000.0,98027,570500.0,4,2.25,2020,85813,2.0,no,3,2020.0,0,1995,0,buy
997,2856100125,2014-10-01,439000.0,98117,544000.0,2,1.0,800,5100,1.0,no,3,800.0,0,1945,0,buy
998,2968800626,2014-08-22,355000.0,98166,390000.0,4,2.0,1770,8890,1.0,no,5,1770.0,0,1949,0,buy
999,2129700320,2015-05-05,250000.0,98019,401250.0,1,0.75,940,87120,1.0,no,3,940.0,0,1944,0,buy
1000,952005224,2014-11-05,409000.0,98116,562750.0,2,1.0,890,3271,1.0,no,4,890.0,0,1918,0,buy
1001,4443801160,2014-06-10,420000.0,98117,544000.0,2,1.0,860,3880,1.0,no,4,860.0,0,1916,0,buy
1002,5101404170,2014-11-13,200000.0,98115,567000.0,1,0.75,680,9600,1.0,no,3,680.0,0,1947,0,buy
1003,5466400550,2014-11-13,210000.0,98042,292000.0,3,1.75,1260,6223,1.0,no,3,820.0,440,1983,0,buy
1004,434000030,2014-12-19,555000.0,98115,567000.0,3,2.0,2080,7020,1.0,no,4,1040.0,1040,1951,0,buy
1005,1138000830,2014-09-09,310000.0,98034,445950.0,3,1.0,1990,7173,1.0,no,3,1990.0,0,1972,0,buy
1006,5103900045,2014-07-25,299000.0,98065,500000.0,3,1.75,1730,14270,1.0,no,3,1730.0,0,1959,0,buy
1007,8807600340,2015-03-25,322000.0,98053,635000.0,3,1.0,1230,9660,1.0,no,3,1230.0,0,1968,0,buy
1008,993002325,2014-06-23,430000.0,98103,550000.0,2,1.5,950,4625,1.0,no,4,950.0,0,1949,0,buy
1009,179000350,2014-11-05,194000.0,98178,278277.0,3,1.5,1010,5000,1.0,no,3,1010.0,0,1943,0,buy
1010,3915500045,2014-11-14,180000.0,98002,235000.0,3,1.0,1010,8581,1.0,no,4,1010.0,0,1920,0,buy
1011,3578400030,2014-07-18,465000.0,98074,642000.0,4,2.25,2340,13383,1.0,no,3,1170.0,1170,1983,0,buy
1012,3856901715,2014-09-24,470450.0,98103,550000.0,2,1.0,1010,3400,1.0,no,3,1010.0,0,1921,0,buy
1013,8700120520,2015-01-27,280000.0,98030,282255.0,3,2.5,1650,6000,2.0,no,3,1650.0,0,1990,0,buy
1014,7335400400,2015-04-10,176250.0,98002,235000.0,4,2.0,1440,6702,1.0,no,4,1440.0,0,1966,0,buy
1015,7795400046,2014-06-11,276900.0,98045,399500.0,2,1.0,1350,10096,1.0,no,4,1350.0,0,1952,0,buy
1016,1337800045,2014-10-01,625000.0,98112,915000.0,3,1.75,1660,4800,2.0,no,3,1660.0,0,1906,2014,buy
1017,7203102080,2014-12-17,305000.0,98053,635000.0,2,1.0,1290,3140,2.0,no,3,1290.0,0,2008,0,buy
1018,3626500045,2014-06-26,760000.0,98040,993750.0,3,2.5,1980,13964,1.0,no,5,1980.0,0,1959,0,buy
1019,3226049117,2015-02-13,387500.0,98125,425000.0,2,1.0,870,6126,1.0,no,4,870.0,0,1938,0,buy
1020,5379804730,2014-07-18,156000.0,98188,264000.0,3,1.0,770,9750,1.0,no,3,770.0,0,1941,0,buy
1021,3383900058,2014-11-18,580000.0,98102,720000.0,3,3.25,1490,857,3.0,no,3,1220.0,270,2001,0,buy
1022,629600030,2014-07-14,630000.0,98075,739999.0,4,2.5,2510,35020,1.0,no,4,1610.0,900,1977,0,buy
1023,1823049171,2014-12-18,275000.0,98146,305000.0,5,1.5,1950,9000,1.0,no,3,1130.0,820,1964,0,buy
1024,534000075,2014-05-06,329350.0,98117,544000.0,2,1.0,720,6687,1.0,no,3,720.0,0,1942,0,buy
1025,224069084,2015-03-25,475000.0,98075,739999.0,3,1.0,1250,150117,1.0,no,3,1250.0,0,1975,0,buy
1026,5347200160,2014-05-12,235000.0,98126,395750.0,1,1.0,810,2451,1.0,no,5,810.0,0,1941,0,buy
1027,421079105,2015-03-09,325000.0,98010,359999.5,3,2.25,1480,97138,1.5,no,3,1480.0,0,1984,0,buy
1028,4215250030,2014-08-19,475000.0,98072,515000.0,4,2.5,2120,57050,2.0,no,3,2120.0,0,1989,0,buy
1029,2420069017,2015-03-24,152900.0,98022,279500.0,1,1.0,900,4368,1.0,no,5,900.0,0,1915,1950,buy
1030,2414600400,2014-08-05,210000.0,98146,305000.0,2,2.0,1190,7570,1.0,no,3,1190.0,0,1939,0,buy
1031,2461900510,2014-09-26,350000.0,98136,489950.0,4,1.0,1010,6000,1.0,no,3,750.0,260,1925,0,buy
1032,8730000260,2015-05-04,369950.0,98133,375000.0,2,2.75,1370,1140,2.0,no,3,1080.0,290,2009,0,buy
1033,3395040550,2014-07-28,250000.0,98108,342500.0,3,2.5,1530,2890,2.0,no,3,1530.0,0,2001,0,buy
1034,3395040550,2015-04-29,320000.0,98108,342500.0,3,2.5,1530,2890,2.0,no,3,1530.0,0,2001,0,buy
1035,2767600171,2014-05-19,440000.0,98107,529950.0,2,1.5,1010,1968,1.5,no,5,1010.0,0,1906,0,buy
1036,898000200,2015-04-02,219950.0,98022,279500.0,3,1.0,1200,7727,1.0,no,4,1200.0,0,1959,0,buy
1037,5315100806,2014-09-15,940000.0,98040,993750.0,4,3.0,2720,11740,1.0,no,5,2720.0,0,1957,0,buy
1038,8682261070,2015-04-27,575000.0,98053,635000.0,2,2.0,1680,6194,1.0,no,3,1680.0,0,2004,0,buy
1039,8732040810,2014-11-04,235000.0,98023,268450.0,4,2.75,1770,10184,1.0,no,3,1250.0,520,1979,0,buy
1040,2991000400,2014-07-23,272000.0,98092,309780.0,3,2.5,1790,6371,2.0,no,3,1790.0,0,1998,0,buy
1041,2155500030,2015-04-28,380000.0,98059,435000.0,4,1.75,1720,9600,1.0,no,4,1720.0,0,1969,0,buy
1042,5727500102,2015-04-26,195000.0,98155,375000.0,3,1.0,1280,6967,1.5,no,3,1280.0,0,1949,0,buy
1043,5104510370,2014-10-14,297000.0,98038,342000.0,3,2.5,1690,4988,2.0,no,3,1690.0,0,2002,0,buy
1044,8122101146,2014-09-29,320000.0,98126,395750.0,2,1.0,710,5200,1.0,no,4,710.0,0,1942,0,buy
1045,6893300350,2014-06-02,439900.0,98024,460000.0,2,2.0,1410,12282,1.5,no,5,1410.0,0,1909,1988,buy
1046,538000030,2014-07-30,272500.0,98038,342000.0,3,2.0,1540,6250,1.0,no,3,1540.0,0,1998,0,buy
1047,6632300478,2014-09-16,400000.0,98125,425000.0,4,2.0,1350,7255,1.0,no,4,1350.0,0,1959,0,buy
1048,4083800340,2015-04-02,462000.0,98103,550000.0,5,2.0,1380,4300,1.5,no,3,1380.0,0,1916,0,buy
1049,9214400135,2015-03-10,510000.0,98115,567000.0,2,1.0,890,6095,1.0,no,3,890.0,0,1947,0,buy
1050,8944600200,2014-06-23,550000.0,98007,555000.0,3,2.5,1900,3255,2.0,no,3,1900.0,0,1988,2000,buy
1051,8651430370,2015-04-25,150000.0,98042,292000.0,3,1.0,1240,5200,1.0,no,3,1240.0,0,1969,0,buy
1052,3066400140,2014-06-20,632500.0,98074,642000.0,4,2.5,2090,10306,2.0,no,3,2090.0,0,1986,0,buy
1053,1771100240,2014-09-25,361000.0,98077,652475.0,3,1.75,1650,11220,1.0,no,4,1650.0,0,1969,0,buy
1054,461003251,2014-08-01,437000.0,98117,544000.0,3,2.25,1130,1221,2.0,no,3,1030.0,100,2004,0,buy
1055,2525300550,2014-06-03,225000.0,98038,342000.0,3,1.0,1200,9936,1.0,no,4,1200.0,0,1969,0,buy
1056,7452500045,2014-08-05,235000.0,98126,395750.0,2,1.0,870,5000,1.0,no,3,870.0,0,1949,0,buy
1057,2239800070,2014-06-27,417000.0,98125,425000.0,4,2.25,2300,7700,1.0,no,3,1380.0,920,1959,0,buy
1058,2618300350,2014-07-18,199000.0,98042,292000.0,3,1.0,1390,12145,1.0,no,4,1390.0,0,1964,0,buy
1059,1336800160,2014-06-05,875000.0,98112,915000.0,5,2.5,2920,5568,2.0,no,3,2320.0,600,1906,0,buy
1060,257000105,2014-05-20,192500.0,98168,235000.0,2,1.0,950,7692,1.0,no,3,950.0,0,1926,0,buy
1061,6402300070,2014-12-08,800000.0,98040,993750.0,4,2.5,2390,10000,1.0,no,3,1590.0,800,1975,0,buy
1062,9407150240,2014-10-01,295000.0,98038,342000.0,3,2.5,1460,7936,2.0,no,3,1460.0,0,1995,0,buy
1063,8682291940,2014-06-30,419000.0,98053,635000.0,2,1.75,1510,4980,1.0,no,3,1510.0,0,2006,0,buy
1064,3380900160,2015-04-28,502000.0,98177,554000.0,4,1.5,1700,8400,1.0,no,3,1700.0,0,1953,0,buy
1065,3448000270,2015-03-13,398500.0,98125,425000.0,3,1.0,1200,15960,1.5,no,3,1200.0,0,1945,0,buy
1066,6414100111,2014-11-05,365000.0,98125,425000.0,2,1.0,990,9223,1.0,no,3,990.0,0,1949,0,buy
1067,9818700320,2014-10-07,491000.0,98122,572000.0,3,2.0,2005,7000,1.0,no,3,1605.0,400,1980,0,buy
1068,4142450510,2014-07-23,310000.0,98038,342000.0,3,2.5,1990,3600,2.0,no,3,1990.0,0,2004,0,buy
1069,3291800510,2014-06-10,310000.0,98056,380000.0,3,1.75,1420,7650,1.0,no,4,1100.0,320,1984,0,buy
1070,908000260,2014-11-17,272000.0,98058,335000.0,4,2.5,1870,5692,2.0,no,3,1870.0,0,2004,0,buy
1071,8645540320,2014-11-18,307000.0,98058,335000.0,3,2.0,1790,7259,1.0,no,3,1390.0,400,1980,0,buy
1072,9280200030,2014-07-17,490000.0,98116,562750.0,2,1.5,1590,4500,1.0,no,4,920.0,670,1946,0,buy
1073,2916620240,2014-06-18,264950.0,98042,292000.0,4,1.75,1770,9011,1.0,no,5,1050.0,720,1983,0,buy
1074,7695500240,2014-05-14,345000.0,98059,435000.0,3,2.25,2120,15003,2.0,no,3,2120.0,0,1984,0,buy
1075,824069121,2014-12-22,585000.0,98075,739999.0,5,3.5,3180,40946,1.0,no,3,1690.0,1490,1968,0,buy
1076,2600100370,2015-02-11,723000.0,98006,760184.5,4,2.0,2790,8793,1.0,no,4,1640.0,1150,1977,0,buy
