,index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,seasons,option_buy,median_price_zipcode,sell_price_summer,sell_price_winter,sell_price_autumn,sell_price_spring
3443,6869,5104510130,2014-06-03,312000.0,4,2.5,1830,5175,2.0,no,0,3,7,1830.0,0,2003,0,98038,47.3565,-122.016,1830,5175,06-03,spring,buy,342000.0,405600.0,405600.0,405600.0,405600.0
3444,6870,7197350050,2014-07-01,507500.0,3,1.75,1990,9594,1.0,no,0,3,8,1190.0,800,1977,0,98052,47.6617,-122.137,1930,9765,07-01,summer,buy,615000.0,659750.0,659750.0,659750.0,659750.0
3445,6871,2822049148,2014-09-18,217000.0,3,1.0,1110,9827,1.0,no,0,3,7,1110.0,0,1966,0,98198,47.369,-122.311,1540,10187,09-18,summer,buy,265000.0,282100.0,282100.0,282100.0,282100.0
3446,6872,7558300170,2014-12-12,439000.0,3,2.25,1830,13477,1.0,no,3,4,7,1170.0,660,1981,0,98034,47.7243,-122.21,1960,11344,12-12,autumn,buy,445950.0,570700.0,570700.0,570700.0,570700.0
3447,6875,567000660,2014-12-04,425000.0,4,2.0,1490,5300,1.0,no,0,3,7,1110.0,380,1977,0,98144,47.5949,-122.296,1330,1499,12-04,autumn,buy,450000.0,552500.0,552500.0,552500.0,552500.0
3448,6876,9214400396,2015-02-27,435000.0,2,1.0,990,5643,1.0,no,0,3,7,870.0,120,1947,0,98115,47.6802,-122.298,1280,5700,02-27,winter,buy,567000.0,565500.0,565500.0,565500.0,565500.0
3449,6877,9406520290,2014-12-29,305000.0,3,2.25,1646,12414,2.0,no,0,3,7,1646.0,0,1996,0,98038,47.363,-122.035,1654,8734,12-29,winter,buy,342000.0,396500.0,396500.0,396500.0,396500.0
3450,6878,2112700895,2015-03-26,276000.0,2,1.0,720,4000,1.0,no,0,3,6,720.0,0,1918,0,98106,47.5346,-122.353,1630,4000,03-26,spring,buy,315000.0,358800.0,358800.0,358800.0,358800.0
3451,6882,5672000020,2014-08-05,272000.0,3,1.5,1380,11760,1.0,no,0,4,7,1380.0,0,1963,0,98055,47.4243,-122.202,1650,9855,08-05,summer,buy,294950.0,353600.0,353600.0,353600.0,353600.0
3452,6883,6668900005,2015-04-21,266000.0,2,1.0,700,5559,1.0,no,0,5,6,700.0,0,1949,0,98155,47.7492,-122.311,1230,8100,04-21,spring,buy,375000.0,345800.0,345800.0,345800.0,345800.0
3453,6885,2872900050,2014-10-07,400000.0,3,2.5,1450,8064,1.0,no,0,3,8,1450.0,0,1984,0,98074,47.6256,-122.037,1710,9554,10-07,autumn,buy,642000.0,520000.0,520000.0,520000.0,520000.0
3454,6886,4040600190,2014-08-06,509500.0,5,2.25,2060,9000,1.0,no,0,4,7,1320.0,740,1961,0,98007,47.6122,-122.137,2050,8800,08-06,summer,buy,555000.0,662350.0,662350.0,662350.0,662350.0
3455,6889,7788400170,2014-09-26,230000.0,3,1.0,940,10875,1.0,no,0,3,7,940.0,0,1957,0,98056,47.5121,-122.168,1250,11200,09-26,autumn,buy,380000.0,299000.0,299000.0,299000.0,299000.0
3456,6890,3831000010,2014-08-06,235000.0,4,1.5,1760,6150,1.5,no,0,3,7,1760.0,0,1951,0,98031,47.3871,-122.224,1760,8276,08-06,summer,buy,288200.0,305500.0,305500.0,305500.0,305500.0
3457,6894,6882520050,2014-10-07,250000.0,3,1.0,930,6060,1.0,no,0,4,6,930.0,0,1973,0,98118,47.5289,-122.28,1640,6364,10-07,autumn,buy,367500.0,325000.0,325000.0,325000.0,325000.0
3458,6895,2608300103,2015-01-26,225000.0,3,2.5,1020,2040,2.0,no,0,3,7,720.0,300,2004,0,98106,47.5294,-122.361,1060,1478,01-26,winter,buy,315000.0,292500.0,292500.0,292500.0,292500.0
3459,6896,3530400080,2014-12-26,255000.0,2,2.0,1360,5433,1.0,no,0,3,8,1360.0,0,1974,2003,98198,47.3804,-122.32,1160,5264,12-26,winter,buy,265000.0,331500.0,331500.0,331500.0,331500.0
3460,6897,1099760470,2014-06-04,161700.0,4,1.75,1720,7200,1.0,no,0,3,7,1220.0,500,1974,0,98023,47.306,-122.375,1790,7200,06-04,spring,buy,268450.0,210210.0,210210.0,210210.0,210210.0
3461,6902,5249801440,2014-12-16,250000.0,3,1.0,1660,7650,1.5,no,0,3,7,1350.0,310,1910,0,98118,47.5576,-122.277,1750,5760,12-16,autumn,buy,367500.0,325000.0,325000.0,325000.0,325000.0
3462,6907,871001365,2015-02-19,655000.0,3,1.75,1800,5102,1.0,no,0,3,7,1170.0,630,1952,0,98199,47.6514,-122.407,1720,5102,02-19,winter,buy,689800.0,851500.0,720500.0,720500.0,851500.0
3463,6909,1226039130,2014-10-09,355000.0,3,2.25,1980,7200,1.0,no,0,3,8,1300.0,680,1964,0,98177,47.7625,-122.36,1820,8250,10-09,autumn,buy,554000.0,461500.0,461500.0,461500.0,461500.0
3464,6910,7254000050,2015-02-24,596000.0,3,2.5,1730,2631,2.0,no,0,3,8,1730.0,0,2001,0,98005,47.5878,-122.165,1730,2751,02-24,winter,buy,765475.0,774800.0,774800.0,774800.0,774800.0
3465,6915,3579000010,2014-08-14,428040.0,3,2.5,2150,9266,2.0,no,0,3,8,2150.0,0,1988,0,98028,47.7445,-122.248,2150,12550,08-14,summer,buy,445000.0,470844.00000000006,556452.0,556452.0,556452.0
3466,6917,6819100122,2014-06-05,546000.0,2,1.0,970,3400,1.0,no,0,3,7,970.0,0,1924,0,98109,47.6444,-122.357,1180,3600,06-05,spring,buy,736000.0,709800.0,709800.0,709800.0,709800.0
3467,6918,3908100020,2014-08-03,540000.0,4,1.0,1360,5766,1.5,no,0,5,7,1360.0,0,1951,0,98115,47.6827,-122.289,1500,5704,08-03,summer,buy,567000.0,702000.0,702000.0,702000.0,702000.0
3468,6919,6392001950,2014-09-08,435000.0,3,2.5,1470,3000,1.0,no,0,3,7,930.0,540,1985,0,98115,47.6832,-122.286,1470,5588,09-08,summer,buy,567000.0,565500.0,565500.0,565500.0,565500.0
3469,6920,2872900280,2015-04-06,540000.0,4,2.25,3040,10283,1.0,no,0,4,8,1430.0,1610,1984,0,98074,47.6268,-122.038,1870,11074,04-06,spring,buy,642000.0,702000.0,702000.0,702000.0,702000.0
3470,6921,6437400101,2014-11-13,284000.0,2,1.0,860,7204,1.0,no,0,3,7,860.0,0,1918,0,98106,47.5361,-122.351,1200,7500,11-13,autumn,buy,315000.0,369200.0,369200.0,369200.0,369200.0
3471,6922,7227502155,2014-07-14,208000.0,2,1.0,820,5700,1.0,no,0,5,5,820.0,0,1942,0,98056,47.4915,-122.184,1000,5700,07-14,summer,buy,380000.0,270400.0,270400.0,270400.0,270400.0
3472,6923,1115100169,2014-12-03,315000.0,3,1.75,1900,7076,1.0,no,0,3,7,1130.0,770,1977,0,98155,47.7569,-122.326,1540,10113,12-03,autumn,buy,375000.0,409500.0,409500.0,409500.0,409500.0
3473,6924,2919702705,2014-07-31,417500.0,2,1.0,1330,5510,1.0,no,0,3,6,850.0,480,1910,0,98117,47.6901,-122.362,1200,4150,07-31,summer,buy,544000.0,542750.0,542750.0,542750.0,542750.0
3474,6925,7302000500,2014-09-17,345000.0,3,1.75,1240,38095,1.0,no,0,3,7,1240.0,0,1978,0,98053,47.6522,-121.97,2060,38552,09-17,summer,buy,635000.0,448500.0,448500.0,448500.0,448500.0
3475,6926,6021503656,2014-09-02,375000.0,3,2.5,1330,1064,3.0,no,0,3,8,1330.0,0,2004,0,98117,47.6835,-122.387,1330,1113,09-02,summer,buy,544000.0,487500.0,487500.0,487500.0,487500.0
3476,6929,2621700010,2014-05-08,569000.0,4,2.25,2250,41688,2.0,no,0,3,8,2250.0,0,1980,0,98053,47.6695,-122.05,2350,37920,05-08,spring,buy,635000.0,739700.0,739700.0,739700.0,739700.0
3477,6931,1954440080,2015-01-29,532000.0,3,2.5,1830,8022,2.0,no,0,3,8,1830.0,0,1987,0,98074,47.6198,-122.044,2030,7736,01-29,winter,buy,642000.0,691600.0,691600.0,691600.0,691600.0
3478,6932,7452500285,2014-08-11,280000.0,2,1.0,720,5000,1.0,no,0,5,6,720.0,0,1951,0,98126,47.5195,-122.374,810,5000,08-11,summer,buy,395750.0,364000.0,364000.0,364000.0,364000.0
3479,6934,5153200651,2015-03-16,223000.0,3,1.0,1220,71191,1.0,no,0,3,6,1220.0,0,1952,0,98023,47.3261,-122.353,1960,15378,03-16,winter,buy,268450.0,289900.0,289900.0,289900.0,289900.0
3480,6935,2323069022,2015-01-15,390000.0,2,1.0,1800,119790,1.0,no,0,4,7,1200.0,600,1947,1977,98027,47.4617,-122.012,2320,79208,01-15,winter,buy,570500.0,507000.0,507000.0,507000.0,507000.0
3481,6936,1328340380,2014-10-27,315000.0,3,1.75,1340,12800,1.0,no,0,3,7,880.0,460,1981,0,98058,47.4437,-122.137,1500,7875,10-27,autumn,buy,335000.0,409500.0,409500.0,409500.0,409500.0
3482,6940,2571900380,2015-01-22,225000.0,3,2.0,1610,8400,1.0,no,0,3,8,1610.0,0,1990,0,98022,47.1958,-122.009,1930,8459,01-22,winter,buy,279500.0,292500.0,292500.0,292500.0,292500.0
3483,6941,1026069120,2014-05-08,589900.0,2,3.0,3160,66646,2.0,no,0,3,7,3160.0,0,1993,0,98077,47.7479,-122.034,3140,38790,05-08,spring,buy,652475.0,766870.0,766870.0,766870.0,766870.0
3484,6942,3882320010,2014-11-26,565000.0,4,2.5,2520,13156,1.0,no,0,3,8,1520.0,1000,1979,0,98052,47.6558,-122.135,2050,10940,11-26,autumn,buy,615000.0,734500.0,734500.0,734500.0,734500.0
3485,6943,1377300020,2015-02-19,650000.0,3,1.5,2120,8448,1.0,no,0,3,7,1060.0,1060,1940,0,98199,47.6438,-122.403,1620,7920,02-19,winter,buy,689800.0,845000.0,715000.0,845000.0,845000.0
3486,6944,1124000005,2014-09-18,499000.0,3,2.5,2090,8505,2.0,no,0,3,8,2090.0,0,1951,1977,98177,47.7195,-122.371,1640,8100,09-18,summer,buy,554000.0,648700.0,648700.0,648700.0,648700.0
3487,6945,1151100010,2014-05-15,280000.0,3,1.0,1330,20562,1.5,no,0,3,5,1330.0,0,1959,0,98045,47.4807,-121.775,1350,20562,05-15,spring,buy,399500.0,364000.0,364000.0,364000.0,364000.0
3488,6949,8656300080,2014-08-12,265000.0,3,2.0,1850,16535,1.0,no,0,3,7,1850.0,0,1992,0,98014,47.6565,-121.912,1528,13295,08-12,summer,buy,415000.0,344500.0,344500.0,344500.0,344500.0
3489,6950,9517200290,2015-02-23,482000.0,3,1.75,2300,16474,1.0,no,0,3,7,1220.0,1080,1984,0,98072,47.7609,-122.144,1940,15601,02-23,winter,buy,515000.0,626600.0,530200.0,626600.0,626600.0
3490,6955,8691310420,2015-04-24,635000.0,4,2.5,2500,10215,2.0,no,0,3,9,2500.0,0,1998,0,98075,47.5912,-121.986,2890,10240,04-24,spring,buy,739999.0,825500.0,825500.0,825500.0,825500.0
3491,6956,1402900380,2014-07-03,280500.0,4,2.5,1890,6962,2.0,no,0,3,8,1890.0,0,1997,0,98092,47.3328,-122.187,2170,6803,07-03,summer,buy,309780.0,364650.0,364650.0,364650.0,364650.0
3492,6957,2345500010,2014-09-25,210500.0,2,1.75,2040,8600,1.0,no,0,4,6,1430.0,610,1985,0,98003,47.2755,-122.308,1310,7859,09-25,autumn,buy,267475.0,273650.0,273650.0,273650.0,273650.0
3493,6958,3279000460,2014-09-26,196500.0,3,2.0,1310,7000,1.0,no,0,4,7,1310.0,0,1979,0,98023,47.303,-122.383,1390,7500,09-26,autumn,buy,268450.0,255450.0,255450.0,255450.0,255450.0
3494,6961,8078410280,2015-05-04,550000.0,3,2.5,1980,9061,2.0,no,0,4,8,1980.0,0,1987,0,98074,47.6366,-122.029,1930,8869,05-04,spring,buy,642000.0,715000.0,715000.0,715000.0,715000.0
3495,6963,5702380780,2015-04-22,240000.0,3,1.75,1540,6687,1.0,no,0,3,7,1200.0,340,1991,0,98022,47.1938,-121.981,1540,7242,04-22,spring,buy,279500.0,312000.0,312000.0,312000.0,312000.0
3496,6968,7885100005,2014-08-20,299000.0,4,2.0,2320,12000,1.0,no,0,3,7,1720.0,600,1943,2014,98108,47.5246,-122.325,1390,6000,08-20,summer,buy,342500.0,388700.0,388700.0,388700.0,388700.0
3497,6969,3037200010,2015-03-05,447500.0,2,2.25,1180,2090,2.0,no,0,3,7,1180.0,0,2004,0,98122,47.6032,-122.31,1550,2812,03-05,winter,buy,572000.0,581750.0,581750.0,581750.0,581750.0
3498,6972,2141300080,2015-04-24,707000.0,5,2.5,3050,13212,1.0,no,0,4,8,1590.0,1460,1975,0,98006,47.5596,-122.142,2550,10826,04-24,spring,buy,760184.5,919100.0,919100.0,919100.0,919100.0
3499,6973,3387800380,2014-08-29,215000.0,4,1.75,1630,8000,1.0,no,0,3,7,1630.0,0,1959,0,98031,47.3948,-122.201,1630,7700,08-29,summer,buy,288200.0,279500.0,279500.0,279500.0,279500.0
3500,6974,2310000280,2014-12-11,275000.0,3,2.25,1620,6415,2.0,no,0,4,7,1620.0,0,1989,0,98038,47.3577,-122.038,1640,7253,12-11,autumn,buy,342000.0,357500.0,357500.0,357500.0,357500.0
3501,6975,1687900170,2015-03-25,648000.0,4,2.25,2170,8240,2.0,no,1,4,8,2170.0,0,1983,0,98006,47.5634,-122.128,2600,9898,03-25,spring,buy,760184.5,842400.0,842400.0,842400.0,842400.0
3502,6976,8079000190,2014-10-28,415000.0,4,2.5,2150,8173,2.0,no,0,3,8,2150.0,0,1987,0,98059,47.511,-122.153,2080,7620,10-28,autumn,buy,435000.0,539500.0,539500.0,539500.0,539500.0
3503,6978,2473420170,2014-09-24,320000.0,4,2.75,2110,13260,1.0,no,0,4,7,1290.0,820,1979,0,98058,47.4513,-122.16,1980,11016,09-24,autumn,buy,335000.0,416000.0,416000.0,416000.0,416000.0
3504,6979,1056200010,2014-09-02,750000.0,3,1.75,1590,8285,1.0,no,0,4,8,1590.0,0,1956,0,98004,47.5855,-122.194,1970,8970,09-02,summer,buy,1150000.0,975000.0,975000.0,975000.0,975000.0
3505,6980,263000359,2014-06-30,355000.0,3,2.25,1370,1524,3.0,no,0,3,8,1370.0,0,2005,0,98103,47.6982,-122.347,1370,1418,06-30,summer,buy,550000.0,461500.0,461500.0,461500.0,461500.0
3506,6981,6624010170,2014-05-08,246000.0,3,1.75,1390,7399,1.0,no,0,4,7,1390.0,0,1975,0,98031,47.4183,-122.182,1460,7800,05-08,spring,buy,288200.0,319800.0,319800.0,319800.0,319800.0
3507,6985,9542800290,2014-12-10,217000.0,3,2.0,1690,6750,1.0,no,0,3,7,1210.0,480,1977,0,98023,47.3021,-122.375,1930,7350,12-10,autumn,buy,268450.0,282100.0,282100.0,282100.0,282100.0
3508,6987,475000080,2014-11-11,515000.0,2,1.5,1400,5000,1.0,no,0,4,7,1150.0,250,1904,0,98107,47.6681,-122.362,1530,4200,11-11,autumn,buy,529950.0,669500.0,669500.0,566500.0,669500.0
3509,6990,6791100280,2014-10-10,430000.0,3,1.75,1720,15225,1.0,no,0,4,7,1020.0,700,1970,0,98075,47.579,-122.051,1860,13588,10-10,autumn,buy,739999.0,559000.0,559000.0,559000.0,559000.0
3510,6992,2881700547,2014-08-13,221000.0,3,1.0,1150,7260,1.0,no,0,3,7,1150.0,0,1959,0,98133,47.7344,-122.333,1200,7888,08-13,summer,buy,375000.0,287300.0,287300.0,287300.0,287300.0
3511,6995,7715600050,2015-02-19,385000.0,3,1.75,1560,5950,1.0,no,0,4,6,780.0,780,1944,0,98125,47.719,-122.307,1320,7830,02-19,winter,buy,425000.0,500500.0,500500.0,500500.0,500500.0
3512,6997,4027700797,2014-08-07,433000.0,3,2.0,1920,7200,1.0,no,0,3,7,1300.0,620,1984,0,98028,47.7703,-122.265,2010,7200,08-07,summer,buy,445000.0,476300.00000000006,562900.0,562900.0,562900.0
3513,6998,9161100460,2015-03-23,525000.0,2,1.0,1000,4950,1.0,no,0,3,7,800.0,200,1948,0,98116,47.5671,-122.394,1060,5500,03-23,spring,buy,562750.0,682500.0,682500.0,682500.0,682500.0
3514,7003,2767601100,2014-10-27,513000.0,4,2.0,2090,4000,1.0,no,0,3,7,1480.0,610,1951,0,98107,47.6751,-122.379,1510,5000,10-27,autumn,buy,529950.0,666900.0,666900.0,564300.0,666900.0
3515,7004,2856100185,2014-07-21,365000.0,2,1.0,680,2550,1.0,no,0,4,5,680.0,0,1901,0,98117,47.6767,-122.388,1120,5100,07-21,summer,buy,544000.0,474500.0,474500.0,474500.0,474500.0
3516,7007,1761100190,2014-07-24,225000.0,3,2.25,1470,6808,1.0,no,0,3,7,1160.0,310,1984,0,98023,47.2884,-122.365,1570,7881,07-24,summer,buy,268450.0,292500.0,292500.0,292500.0,292500.0
3517,7009,5412310170,2014-06-19,177000.0,3,1.75,1150,8079,1.0,no,0,4,7,1150.0,0,1983,0,98030,47.3766,-122.18,1540,7399,06-19,spring,buy,282255.0,230100.0,230100.0,230100.0,230100.0
3518,7010,7751800080,2015-01-27,465000.0,3,1.5,1460,9879,1.0,no,0,3,7,1460.0,0,1956,0,98008,47.6346,-122.127,1610,10050,01-27,winter,buy,545000.0,604500.0,604500.0,604500.0,604500.0
3519,7012,4239400920,2014-09-22,149000.0,3,1.0,1090,2800,1.0,no,0,3,6,1090.0,0,1969,0,98092,47.3162,-122.183,1040,2960,09-22,summer,buy,309780.0,193700.0,193700.0,193700.0,193700.0
3520,7016,1446400670,2014-07-31,199950.0,3,1.5,1510,6600,1.0,no,0,3,6,1510.0,0,1938,0,98168,47.4821,-122.331,990,6600,07-31,summer,buy,235000.0,259935.0,259935.0,259935.0,259935.0
3521,7017,203100460,2014-09-24,400000.0,1,1.0,530,13679,1.0,no,0,4,6,530.0,0,1949,0,98053,47.6422,-121.954,1930,20624,09-24,autumn,buy,635000.0,520000.0,520000.0,520000.0,520000.0
3522,7020,1423800080,2014-05-12,225000.0,3,1.0,990,8012,1.0,no,0,4,7,990.0,0,1966,0,98058,47.4557,-122.181,1260,9060,05-12,spring,buy,335000.0,292500.0,292500.0,292500.0,292500.0
3523,7027,3426049132,2015-04-22,460000.0,3,2.0,1200,7320,1.0,no,0,3,7,1200.0,0,1955,0,98115,47.6986,-122.286,1750,8220,04-22,spring,buy,567000.0,598000.0,598000.0,598000.0,598000.0
3524,7028,3904901190,2014-12-19,567000.0,3,2.5,2070,10908,2.0,no,0,3,8,2070.0,0,1986,0,98029,47.5665,-122.023,2220,10975,12-19,autumn,buy,575000.0,623700.0,623700.0,737100.0,737100.0
3525,7029,1789900080,2014-07-22,209950.0,3,1.75,1570,15570,1.0,no,0,3,7,1570.0,0,1981,0,98023,47.3207,-122.362,2000,28200,07-22,summer,buy,268450.0,272935.0,272935.0,272935.0,272935.0
3526,7031,5634500179,2014-12-15,424500.0,4,1.5,1830,6985,1.0,no,0,3,7,1080.0,750,1967,0,98028,47.7494,-122.236,1650,9501,12-15,autumn,buy,445000.0,551850.0,551850.0,551850.0,551850.0
3527,7037,2522029136,2014-07-29,310000.0,3,1.75,1560,82328,1.0,no,0,3,7,1560.0,0,1974,0,98070,47.3674,-122.503,2100,205603,07-29,summer,buy,463750.0,403000.0,403000.0,403000.0,403000.0
3528,7040,3395800660,2014-12-30,190000.0,3,1.0,1640,8100,1.0,no,0,3,6,1040.0,600,1939,0,98146,47.482,-122.34,1600,8100,12-30,winter,buy,305000.0,247000.0,247000.0,247000.0,247000.0
3529,7041,9414610010,2014-06-17,430000.0,3,2.0,1730,9000,1.0,no,0,3,8,1370.0,360,1978,0,98027,47.5202,-122.047,2390,10000,06-17,spring,buy,570500.0,559000.0,559000.0,559000.0,559000.0
3530,7042,5379805120,2015-04-24,213000.0,2,1.0,740,7380,1.0,no,0,4,6,740.0,0,1951,0,98188,47.4481,-122.278,1500,10075,04-24,spring,buy,264000.0,276900.0,276900.0,276900.0,276900.0
3531,7043,1530900290,2014-10-07,475000.0,3,2.5,2280,3710,1.0,no,0,3,8,1550.0,730,1990,0,98072,47.735,-122.159,2030,3710,10-07,autumn,buy,515000.0,617500.0,617500.0,617500.0,617500.0
3532,7045,8965400010,2014-06-06,715000.0,3,2.5,2550,13458,2.0,no,0,3,9,2550.0,0,1990,0,98006,47.5586,-122.121,3180,13458,06-06,spring,buy,760184.5,929500.0,929500.0,929500.0,929500.0
3533,7049,1328330290,2014-07-29,328000.0,4,1.75,1990,7194,1.0,no,0,4,8,1400.0,590,1978,0,98058,47.4417,-122.135,1820,7400,07-29,summer,buy,335000.0,426400.0,426400.0,360800.00000000006,426400.0
3534,7050,4222100280,2014-12-05,239999.0,3,2.75,1740,8436,1.0,no,0,3,7,1140.0,600,1967,0,98003,47.3456,-122.305,1550,8436,12-05,autumn,buy,267475.0,311998.7,311998.7,311998.7,311998.7
3535,7051,4222200280,2014-10-21,225000.0,3,2.0,1460,7740,1.0,no,0,3,7,1460.0,0,1968,0,98003,47.3467,-122.306,1540,7644,10-21,autumn,buy,267475.0,292500.0,292500.0,292500.0,292500.0
3536,7055,3329530480,2014-07-01,241000.0,3,2.0,1770,7000,1.0,no,0,3,7,1770.0,0,1986,0,98001,47.3321,-122.261,1510,10462,07-01,summer,buy,260000.0,313300.0,313300.0,313300.0,313300.0
3537,7060,8944360170,2014-11-14,517500.0,3,2.5,1810,4332,2.0,no,0,3,8,1810.0,0,1992,0,98029,47.5776,-121.996,1740,4332,11-14,autumn,buy,575000.0,672750.0,672750.0,672750.0,672750.0
3538,7062,1338801060,2014-12-04,560000.0,4,1.5,1810,3400,2.0,no,0,3,8,1810.0,0,1926,0,98112,47.6264,-122.302,1770,3600,12-04,autumn,buy,915000.0,728000.0,728000.0,728000.0,728000.0
3539,7066,1423400005,2014-08-15,249950.0,3,1.0,1370,11658,1.0,no,0,4,6,1370.0,0,1958,0,98058,47.4576,-122.182,1080,9198,08-15,summer,buy,335000.0,324935.0,324935.0,324935.0,324935.0
3540,7067,9521100585,2014-06-13,499950.0,3,1.0,1830,3000,1.5,no,0,3,7,1430.0,400,1926,0,98103,47.6619,-122.351,1510,2500,06-13,spring,buy,550000.0,649935.0,649935.0,649935.0,649935.0
3541,7068,2025059150,2014-07-02,1038000.0,4,1.75,1440,13296,1.0,no,0,4,8,1440.0,0,1967,0,98004,47.634,-122.204,3520,10802,07-02,summer,buy,1150000.0,1141800.0,1349400.0,1349400.0,1349400.0
3542,7072,2624049073,2014-07-29,360000.0,2,1.0,780,4200,1.0,no,0,3,6,780.0,0,1920,0,98118,47.5381,-122.267,1620,6000,07-29,summer,buy,367500.0,396000.00000000006,396000.00000000006,396000.00000000006,468000.0
3543,7073,1523059180,2014-09-23,354900.0,3,1.0,1720,16552,1.0,no,0,4,7,1720.0,0,1971,0,98059,47.4772,-122.153,1550,15457,09-23,autumn,buy,435000.0,461370.0,461370.0,461370.0,461370.0
3544,7079,7104100050,2014-06-24,485000.0,3,2.5,1500,5412,1.0,no,0,5,7,900.0,600,1920,0,98136,47.5499,-122.394,1090,5412,06-24,summer,buy,489950.0,533500.0,630500.0,533500.0,630500.0
3545,7080,8944360290,2015-04-13,477000.0,3,2.5,1740,4960,2.0,no,0,3,8,1740.0,0,1992,0,98029,47.5772,-121.998,1740,5021,04-13,spring,buy,575000.0,620100.0,620100.0,620100.0,620100.0
3546,7081,6072500050,2014-07-29,560000.0,5,2.5,2880,9000,1.0,no,0,5,8,1440.0,1440,1966,0,98006,47.5456,-122.179,2010,9000,07-29,summer,buy,760184.5,728000.0,728000.0,728000.0,728000.0
3547,7084,3582750170,2015-04-29,410000.0,2,2.25,1660,2128,2.0,no,0,4,8,1660.0,0,1974,0,98028,47.7528,-122.252,1640,2128,04-29,spring,buy,445000.0,533000.0,533000.0,533000.0,533000.0
3548,7085,255370420,2015-04-02,318200.0,3,2.5,1990,3644,2.0,no,0,3,7,1990.0,0,2010,0,98038,47.3531,-122.017,2580,3800,04-02,spring,buy,342000.0,413660.0,413660.0,413660.0,413660.0
3549,7087,3832150190,2014-05-20,263000.0,3,1.75,1570,7775,2.0,no,0,3,7,1570.0,0,1982,0,98031,47.3876,-122.216,1580,8622,05-20,spring,buy,288200.0,341900.0,341900.0,341900.0,341900.0
3550,7088,5279100680,2014-06-05,240000.0,3,1.0,1150,4825,1.0,no,0,4,6,1150.0,0,1957,0,98027,47.5321,-122.029,1760,7121,06-05,spring,buy,570500.0,312000.0,312000.0,312000.0,312000.0
3551,7089,7889601870,2015-04-07,281500.0,3,1.0,1270,7500,1.0,no,0,3,7,1270.0,0,1953,0,98146,47.4921,-122.339,1340,3000,04-07,spring,buy,305000.0,309650.0,309650.0,365950.0,365950.0
3552,7091,1912100882,2014-07-30,482000.0,2,2.25,1350,1248,2.0,no,0,3,7,1180.0,170,2000,0,98102,47.6399,-122.32,1760,3360,07-30,summer,buy,720000.0,626600.0,626600.0,626600.0,626600.0
3553,7092,8563020170,2015-03-10,485000.0,3,1.75,1650,9500,1.0,no,0,3,8,1650.0,0,1967,0,98052,47.631,-122.098,1880,9375,03-10,winter,buy,615000.0,630500.0,630500.0,630500.0,630500.0
3554,7093,8656800020,2015-02-12,309000.0,3,2.5,1450,11480,2.0,no,0,3,7,1450.0,0,1990,0,98014,47.672,-121.864,2080,87991,02-12,winter,buy,415000.0,401700.0,401700.0,401700.0,401700.0
3555,7094,3876540780,2014-06-19,221000.0,3,2.25,1640,7350,1.0,no,0,3,7,1140.0,500,1984,0,98003,47.2625,-122.3,1480,8041,06-19,spring,buy,267475.0,287300.0,287300.0,287300.0,287300.0
3556,7097,9141100005,2014-10-28,285000.0,4,3.5,2770,10505,2.0,no,0,3,8,2770.0,0,1940,2015,98133,47.7412,-122.355,1760,10505,10-28,autumn,buy,375000.0,370500.0,370500.0,370500.0,370500.0
3557,7099,1796360080,2014-07-09,237950.0,2,1.75,1460,7926,1.0,no,0,4,7,1460.0,0,1987,0,98042,47.3665,-122.092,1680,8206,07-09,summer,buy,292000.0,309335.0,309335.0,309335.0,309335.0
3558,7101,5560000680,2014-12-26,199950.0,2,1.0,1010,10057,1.0,no,0,3,6,1010.0,0,1961,0,98023,47.3286,-122.336,1040,8591,12-26,winter,buy,268450.0,259935.0,259935.0,259935.0,259935.0
3559,7103,6813600415,2014-05-08,515000.0,2,1.0,1060,4960,1.0,no,0,3,7,1060.0,0,1926,0,98103,47.6896,-122.331,1420,4960,05-08,spring,buy,550000.0,669500.0,669500.0,669500.0,669500.0
3560,7104,6751300255,2014-06-16,470000.0,3,1.5,1510,8000,1.0,no,0,4,7,1510.0,0,1956,0,98007,47.5865,-122.135,1430,8000,06-16,spring,buy,555000.0,611000.0,611000.0,611000.0,611000.0
3561,7105,3300700480,2014-08-20,330000.0,2,1.0,880,4000,1.0,no,0,3,6,780.0,100,1937,0,98117,47.6931,-122.379,950,4000,08-20,summer,buy,544000.0,429000.0,429000.0,429000.0,429000.0
3562,7108,6817801150,2015-03-30,555000.0,4,2.5,2160,10987,1.0,no,0,4,8,1440.0,720,1981,2003,98074,47.6333,-122.034,1280,11617,03-30,spring,buy,642000.0,721500.0,721500.0,721500.0,721500.0
3563,7109,1454100005,2014-08-06,350000.0,3,1.0,1370,8162,1.5,no,0,3,6,1370.0,0,1949,0,98125,47.7263,-122.289,1560,8250,08-06,summer,buy,425000.0,455000.0,455000.0,455000.0,455000.0
3564,7110,104540840,2014-12-03,240000.0,3,2.25,1460,5818,1.0,no,0,3,7,1140.0,320,1986,0,98023,47.3113,-122.358,1490,6031,12-03,autumn,buy,268450.0,312000.0,312000.0,312000.0,312000.0
